global_idx,sentence,verb,theme,theme.pron,recipient,rec.pron,verb_lemma,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,loose-balanced_ratio,loose-default_ratio,removed_ratio,conti
18472,"They are giving baptism to many, just as Peter ordered.",giving,baptism,n,many,n,give,VBG,2,they,IN,ADP,5,NN,NOUN,3,to,4,12,dative,alternating,"They are giving many baptism, just as Peter ordered.",-0.3546447754,-0.2656497955,0.3047561646,-0.1234526634,-0.1648988723754882,1
18242,He said that to me himself.,said,that,i,me,p,say,VBD,1,he,IN,ADP,4,DT,PRON,2,to,3,7,prep,po_only,He said me that himself.,-1.726315737,-1.419175863,-1.408830643,-2.010864735,1.0332727432250977,1
7231,"After giving full credit to all these influences, however, it does not appear to the writer that such radical differences exist between the tribes as will justify us in assigning to them different ancestry or places of origin.",giving,full credit,n,all these influences,n,give,VBG,1,,IN,ADP,5,NN,NOUN,2,to,4,41,dative,alternating,"After giving all these influences full credit, however, it does not appear to the writer that such radical differences exist between the tribes as will justify us in assigning to them different ancestry or places of origin.",-0.3351359367,-0.243086338,-0.2531809807,-0.4346375465,0.2431602478027343,1
14055,Don't you even want to say hello to her?,say,hello,n,her,p,say,VB,6,,IN,ADP,9,UH,INTJ,7,to,8,11,prep,po_only,Don't you even want to say her hello?,-1.107686996,-1.014126778,-1.142020464,-0.9380521774,1.237877607345581,1
12188,I want it for a month till Sonny can buy one for himself.,buy,one,i,himself,p,buy,VB,9,sonny,IN,ADP,12,NN,NOUN,10,for,11,14,dative,benefactive_alternating,I want it for a month till Sonny can buy himself one.,-0.5283098221,-0.5025749207,-0.4492430687,-0.3737969398,0.5303645133972168,1
2345,"Try, I could, I would never say that to customers, that's a load of shit see, but the point is you, you",say,that,i,customers,n,say,VB,8,i,IN,ADP,11,DT,PRON,9,to,10,28,prep,po_only,"Try, I could, I would never say customers that, that's a load of shit see, but the point is you, you",-0.1531870365,-0.07454252243,-0.2054786682,-0.2587766647,0.2049767971038818,1
3887,I 'm going to give 'em to these.,give,em,n,these,n,give,VB,5,,IN,ADP,8,PRP,PRON,6,to,7,10,prep,alternating,I 'm going to give these 'em.,-0.08302164078,-0.5130078793,-0.08859157562,-0.3172025681,-0.0943861007690429,1
12339,Silvano cut it special for you.,cut,it,i,you,p,cut,VBD,1,silvano,IN,ADP,5,PRP,PRON,2,for,4,7,dative,benefactive_alternating,Silvano cut you it special.,-1.626500607,-1.523872852,-1.725543022,-1.346646309,1.460442066192627,0
10583,We're driving you to London.,driving,you,p,london,n,drive,VBG,2,we,IN,ADP,5,PRP,PRON,3,to,4,7,prep,alternating,We're driving london you.,-2.366815805,-1.115801096,-2.281216145,-2.14724493,1.5062501430511477,1
10990,"You can take our daughter to bed, if you like.",take,our daughter,n,bed,n,take,VB,2,you,IN,ADP,6,NN,NOUN,3,to,5,12,prep,alternating,"You can take bed our daughter, if you like.",-1.100799799,-0.7485470772,-0.5825171471,-1.28405118,0.980494260787964,1
24331,"Ave is heavily involved in her community, home delivering medications to the country folk, volunteering on the coal mining town's Emergency Response Team, and directing the town's annual production of ""Trail of the Lonesome Pine"", based on the novel by John Fox, Jr. Ave delivers medications to Nan McChesney and is pleased to see Nan's son Jack, a local coal miner and a former schoolmate.",delivering,medications,n,the country folk,n,deliver,VBG,9,,IN,ADP,12,NNS,NOUN,10,to,11,77,prep,po_only,"Ave is heavily involved in her community, home delivering the country folk medications, volunteering on the coal mining town's Emergency Response Team, and directing the town's annual production of ""Trail of the Lonesome Pine"", based on the novel by John Fox, Jr. Ave delivers medications to Nan McChesney and is pleased to see Nan's son Jack, a local coal miner and a former schoolmate.",0.002398014069,0.02542591095,-0.07023715973,-0.1290588379,0.0150370597839355,1
5574,"On October 1, 1801, Bonaparte gave orders to General Le Clerc for a great expedition against Santo Domingo.",gave,orders for a great expedition against santo domingo,n,general le clerc,n,give,VBD,7,bonaparte,IN,ADP,10,NNS,NOUN,8,to,9,21,dative,alternating,"On October 1, 1801, Bonaparte gave general le clerc orders for a great expedition against Santo Domingo.",-0.5236034393,-0.1023521423,-0.3224153519,-0.1140413284,0.2381949424743652,0
12790,If you do not give me my woman I will rearrange your temple so that you'll never again be able to grant sanctuary to anybody!,grant,sanctuary,n,anybody,n,grant,VB,22,,IN,ADP,25,NN,NOUN,23,to,24,27,dative,alternating,If you do not give me my woman I will rearrange your temple so that you'll never again be able to grant anybody sanctuary!,-0.375528574,-0.2612144947,-0.3958938122,-0.4719810486,0.1161055564880371,1
21155,They are also used to transport goods and services to different places.,transport,goods and services,n,different places,n,transport,VB,5,,IN,ADP,10,NNS,NOUN,6,to,9,13,prep,po_only,They are also used to transport different places goods and services.,-1.47216773,-1.29005003,-1.272503614,-1.164586544,0.6716032028198242,1
823,do you wanna read the book to me?,read,the book,n,me,p,read,VB,3,you,IN,ADP,7,NN,NOUN,4,to,6,9,prep,alternating,do you wanna read me the book?,-0.400280714,-0.6337118149,-0.4454855919,-0.1033484936,0.7626898288726807,1
18289,Just leave the running to him.,leave,the running,n,him,p,leave,VB,1,,IN,ADP,5,NN,NOUN,2,to,4,7,prep,alternating,Just leave him the running.,-0.6699633598,-0.3571038246,-1.045618534,-0.6485857964,-0.1025514602661132,1
8353,"He was a young man with a smooth face, and a frank brown eye which paid its tribute to Virginia.",paid,its tribute,n,virginia,n,pay,VBD,16,which,IN,ADP,20,NN,NOUN,17,to,19,22,dative,alternating,"He was a young man with a smooth face, and a frank brown eye which paid virginia its tribute.",-0.4821522236,-0.1662507057,-0.08216810226,-0.1491661072,0.5173907279968262,1
23894,"""During that last Mass, a member of the parish board read a statement expressing gratitude to Father Coyne, saying:“We will no longer blindly follow the mandates set down by the institution.",expressing,gratitude,n,father coyne,n,express,VBG,15,,IN,ADP,18,NN,NOUN,16,to,17,35,prep,po_only,"""During that last Mass, a member of the parish board read a statement expressing father coyne gratitude, saying:“We will no longer blindly follow the mandates set down by the institution.",-0.3648095131,-0.3171639442,-0.3599267006,-0.2999520302,0.2333321571350097,1
20786,He said he would build a church for the town if the people would name the city after him.,build,a church,n,the town,n,build,VB,4,he,IN,ADP,8,NN,NOUN,5,for,7,20,dative,benefactive_alternating,He said he would build the town a church if the people would name the city after him.,-0.3317651749,-0.3233685493,-0.1737213135,-0.4125807285,0.3399865627288818,1
23409,"and that's due to the Corps of Engineers building, looking years ahead and building all these reservoirs for us, you know.",building,all these reservoirs,n,us,p,build,VBG,15,,IN,ADP,20,NNS,NOUN,16,for,19,25,dative,benefactive_alternating,"and that's due to the Corps of Engineers building, looking years ahead and building us all these reservoirs, you know.",-0.2590379715,-0.3831152916,-0.1577625275,-0.3647480011,0.3530211448669433,1
20450,"Ah, well, the truth is, the wife's brother is a gentlemen's hairdresser in Seahampton, so I gave it to him.",gave,it,i,him,p,give,VBD,22,i,IN,ADP,25,PRP,PRON,23,to,24,27,dative,alternating,"Ah, well, the truth is, the wife's brother is a gentlemen's hairdresser in Seahampton, so I gave him it.",-0.2279438972,-0.07729029655,-0.06343817711,-0.2042732239,-0.0546667575836181,1
6269,"One day they were allowed to pay a visit to the Dutch ships, and the tales of their misery were so harrowing that the admiral had given them some money to be used for the purpose of buying food and clothes.",pay,a visit,n,the dutch ships,n,pay,VB,6,,IN,ADP,10,NN,NOUN,7,to,9,43,dative,alternating,"One day they were allowed to pay the dutch ships a visit, and the tales of their misery were so harrowing that the admiral had given them some money to be used for the purpose of buying food and clothes.",-0.169372797,-0.228094101,-0.140147686,-0.2102513313,0.3251607418060303,1
23246,"Countries must submit a national report, at least every four years to the Committee and the Committee submit reports to the United Nations Economic and Social Council.",submit,a national report,n,the committee,n,submit,VB,2,countries,IN,ADP,13,NN,NOUN,3,to,12,29,prep,po_only,"Countries must submit the committee a national report, at least every four years and the Committee submit reports to the United Nations Economic and Social Council.",-0.398225069,-0.3547084332,-0.3519380093,-0.2296926975,0.389984130859375,0
8891,You write a statement to the papers right away. ”,write,a statement,n,the papers,n,write,VBP,1,you,IN,ADP,5,NN,NOUN,2,to,4,11,prep,alternating,You write the papers a statement right away. ”,-0.9447278976,-1.086455345,-0.8053908348,-0.9058904648,1.086355686187744,1
733,alright i gotta go write this out to katie and mail it to her today.,mail,it,i,her,p,mail,VB,11,,IN,ADP,14,PRP,PRON,12,to,13,17,dative,alternating,alright i gotta go write this out to katie and mail her it today.,-0.5964105129,-0.4218087196,-0.3758125305,-0.6874566078,0.2908306121826172,1
20989,The charity gives help to the health care and education in countries of the Sahel region.,gives,help,n,the health care and education in countries of the sahel region,n,give,VBZ,2,the charity,IN,ADP,5,NN,NOUN,3,to,4,17,dative,alternating,The charity gives the health care and education in countries of the sahel region help.,-0.9889891148,-0.6963205338,-0.7425813675,-1.162765741,0.7337245941162109,1
19358,Leave it to Starfleet to ruin a fine day.,Leave,it,i,starfleet,n,leave,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,10,prep,alternating,Leave starfleet it to ruin a fine day.,-1.007829189,-0.6212806702,-0.2692432404,-1.031350136,0.8867092132568359,1
18665,Perhaps you should give it to my daughter.,give,it,i,my daughter,n,give,VB,3,you,IN,ADP,6,PRP,PRON,4,to,5,9,prep,alternating,Perhaps you should give my daughter it.,-1.158495903,-0.660597086,-0.5426580906,-1.021338463,0.7825851440429688,1
22920,The processor gives a little bit of its time to each program.,gives,a little bit of its time,n,each program,n,give,VBZ,2,the processor,IN,ADP,10,NN,NOUN,3,to,9,13,dative,alternating,The processor gives each program a little bit of its time.,-0.5828404427,-0.1683812141,-0.3531479836,-0.1737155914,0.3258647918701172,1
4892,"It was the village doctor; a man of some fifty years, whom, at an earlier period of his life, we introduced as paying a professional visit to Ethan Brand during the latter's supposed insanity.",paying,a professional visit,n,ethan brand,n,pay,VBG,26,,IN,ADP,31,NN,NOUN,27,to,30,40,prep,alternating,"It was the village doctor; a man of some fifty years, whom, at an earlier period of his life, we introduced as paying ethan brand a professional visit during the latter's supposed insanity.",-0.2308740616,-0.2693662643,-0.1889228821,-0.2658791542,0.2000880241394043,1
4961,"So long as the Oz inhabitants remained the happiest people in all the world, King Umb and Queen Ra could derive no satisfaction in bringing misery to other less happy lands.",bringing,misery,n,other less happy lands,n,bring,VBG,25,,IN,ADP,28,NN,NOUN,26,to,27,33,prep,alternating,"So long as the Oz inhabitants remained the happiest people in all the world, King Umb and Queen Ra could derive no satisfaction in bringing other less happy lands misery.",-0.5439424515,-0.351108551,-0.3716392517,-0.304857254,0.3084464073181152,1
17873,"Now wait a minute, don't take it so much to heart.",take,it,i,heart,n,take,VB,7,,IN,ADP,12,PRP,PRON,8,to,11,14,prep,alternating,"Now wait a minute, don't take heart it so much.",-1.067289114,-1.063283443,-0.7022027969,-1.123877287,0.4606955051422119,0
25413,Jowett then sold the factory to International Harvester who made tractors at the site until the early 1980s.,sold,the factory,n,international harvester who made tractors at the site until the early 1980s,n,sell,VBD,2,jowett,IN,ADP,6,NN,NOUN,3,to,5,19,dative,alternating,Jowett then sold international harvester who made tractors at the site until the early 1980s the factory.,-1.120894432,-1.217374802,-0.9010715485,-1.351919651,0.557408332824707,1
537,i didn't say anything to her.,say,anything,n,her,p,say,VB,3,i,IN,ADP,6,NN,PRON,4,to,5,8,prep,po_only,i didn't say her anything.,-1.342356205,-0.6002440453,-0.4890022278,-1.340948582,0.4391372203826904,1
10620,I'll take a pic of Terry in the locker room for you.,take,a pic of terry,n,you,p,take,VB,2,i,IN,ADP,12,NN,NOUN,3,for,11,14,dative,benefactive_po_only,I'll take you a pic of Terry in the locker room.,-0.4159297943,-0.4100511074,-0.3427512646,-0.4951887131,0.4050130844116211,0
21480,They brought guns to North America.,brought,guns,n,north america,n,bring,VBD,1,they,IN,ADP,4,NNS,NOUN,2,to,3,7,prep,alternating,They brought north america guns.,-1.869416237,-0.7903604507,-1.53934145,-1.895087719,0.8940291404724121,1
16723,"Give Shiring and all its land to the diocese of Kingsbridge, and we will give you a new church.",Give,shiring and all its land,n,the diocese of kingsbridge,n,give,VB,0,,IN,ADP,7,NNP,PROPN,1,to,6,21,dative,alternating,"Give the diocese of kingsbridge Shiring and all its land, and we will give you a new church.",-0.2550771236,-0.0441160202,-0.04622840881,-0.02735805511,-0.2591843605041504,1
9956,"If Young Shin or Bom passes the disease to me, I'll leave the motel to you!",passes,the disease,n,me,p,pass,VBZ,5,young shin or bom,IN,ADP,9,NN,NOUN,6,to,8,19,dative,alternating,"If Young Shin or Bom passes me the disease, I'll leave the motel to you!",-0.1701660156,-0.09873247147,-0.2753005028,-0.1527876854,0.3060975074768066,1
8181,"He put their kits in shape, made a new lariat for Ned Rector, mended the tents, and in general threw himself as heartily into all the advanced work as though he were going himself.",made,a new lariat,n,ned rector,n,make,VBD,7,,IN,ADP,12,NN,NOUN,8,for,11,38,dative,benefactive_alternating,"He put their kits in shape, made ned rector a new lariat, mended the tents, and in general threw himself as heartily into all the advanced work as though he were going himself.",-0.06310224533,-0.01251983643,0.07698726654,0.03663492203,0.0356607437133789,1
